ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
8416_a13,8416,13,A few simple words’ of interior monologue in “Ulysses”: reconfiguring the evidence,McKenna; Antonia,1996,NA,article-journal,Latin,en,anystyle
8416_a14,8416,14,"Stylochronometry: stylistic development, sequence of composition, and relative dating",Stamou,2008,NA,article-journal,Latin,en,anystyle
8416_a15,8416,15,Charles Brockden Brown: quantitative analysis and literary interpretation,Stewart,2003,NA,article-journal,Latin,NA,anystyle
8420_a1,8420,1,Corpus design criteria,Atkins; Clear; Ostler,1992,NA,chapter,Latin,la,anystyle
8420_a2,8420,2,Regularity and idiomaticity in grammatical constructions: the case of let alone,Fillmore; Kay; Connor,1988,NA,NA,Latin,en,anystyle
8420_a3,8420,3,Constructions: A Construction Grammar Approach to Argument Structure,Goldberg,1994,NA,book,Latin,NA,anystyle
8420_a4,8420,4,KBMT-89: a Case Study in Knowledge-Based Machine Translation,NA,1992,NA,book,Latin,NA,anystyle
8420_a5,8420,5,English Verb Classes and Alternations: A Preliminary Investigation,Levin,1993,NA,book,Latin,en,anystyle
8420_a6,8420,6,Semantics-driven and ontology-driven lexical semantics,Levin; Nirenburg,1991 1991-06,NA,paper-conference,Latin,ca,anystyle
8420_a7,8420,7,Principles and idiosyncracies in MT lexicons,Levin; Nirenburg,1993,NA,chapter,Latin,en,anystyle
8420_a8,8420,8,The correct place of lexical semantics in interlingual machine translation,Levin; Nirenburg,1994,NA,paper-conference,Latin,en,anystyle
8420_a9,8420,9,Construction-based MT lexicons,Levin; Nirenburg,1994,NA,chapter,Latin,en,anystyle
8420_a10,8420,10,"Corpus, Concordance, Collocation",Sinclair,1991,NA,book,Latin,NA,anystyle
8423_a1,8423,1,Computational Complexity and Natural Language,Barton,1987,NA,book,Latin,en,anystyle
8423_a2,8423,2,An Efficient Context-Free Parsing Algorithm,Earley,1970,NA,chapter,Latin,fr,anystyle
8423_a3,8423,3,Semantic Interpretation and the Resolution of Ambiguity,Hirst,1986,NA,book,Latin,NA,anystyle
8423_a4,8423,4,A General Syntactic Processor,Kaplan,1973,NA,chapter,Latin,ca,anystyle
8423_a5,8423,5,A Theory of Syntactic,Marcus,1980,NA,NA,Latin,en,anystyle
8423_a6,8423,6,Recognition for Natural Language,NA,NA,NA,book,Latin,en,anystyle
8423_a7,8423,7,A GB-Related Parser for Norwegian,Nordgård,1993,NA,book,Latin,en,anystyle
8423_a8,8423,8,E-Parser: An Implementation of a Deterministic GB-Related Parsing System,Nordgård,1995,NA,chapter,Latin,en,anystyle
8423_a9,8423,9,Constraint Grammar of English,Vuotilainen,1992,NA,book,Latin,NA,anystyle
8423_a10,8423,10,Studies in Incremental Natural-Language Analysis,Wiren,1992,NA,thesis,Latin,jv,anystyle
8424_a1,8424,1,Computer-aided lexicography: dictionaries and word data bases”,Calzolari,1989,NA,chapter,Latin,en,anystyle
8424_a2,8424,2,Lenders and W,Batori,NA,NA,NA,Latin,en,anystyle
8424_a3,8424,3,linguistics,NA,NA,NA,book,Latin,ca,anystyle
8424_a4,8424,4,S.1993.“The international corpus of learner English”,NA,NA,NA,NA,Latin,NA,anystyle
8424_a5,8424,5,"English language corpora: design, analysis and exploitation",NA,1993,NA,NA,Latin,NA,anystyle
8424_a6,8424,6,Grammatical or nativelike?”,Kjellmer,1992,NA,NA,Latin,ig,anystyle
8424_a7,8424,7,English language corpora,NA,NA,NA,book,Latin,NA,anystyle
8424_a8,8424,8,F.E.1990.“The computer in lexicography”,NA,1990,NA,NA,Latin,en,anystyle
8424_a9,8424,9,1994a.“Phonetic-access dictionaries in TEFL: from vision to project”,Sobkowiak,NA,NA,article-journal,Latin,en,anystyle
8424_a10,8424,10,Phonetic-access dictionaries with L1-based simplified transcription”,Sobkowiak,1994,NA,NA,Latin,en,anystyle
8424_a11,8424,11,Beyond the year 2000: phonetic access dictionaries (with frequency information) in EFL”,Sobkowiak,1994,NA,article-journal,Latin,en,anystyle
8424_a12,8424,12,Radically simplified phonetic transcription for Polglish speakers|”,Sobkowiak,in press,NA,NA,Latin,en,anystyle
8424_a13,8424,13,Festschrift for,NA,NA,NA,NA,Latin,no,anystyle
8424_a14,8424,14,Professor Jacek Fisiak on His 60th birthday,NA,NA,NA,NA,Latin,NA,anystyle
8430_a1,8430,1,Linguistic Analysis of Speech in Affective Disorders”,Andreason; Pfohl,NA,NA,article-journal,Latin,en,anystyle
8430_a2,8430,2,A Redefinition of the Syndrome of Broca’s Aphasia: Implications for a Neuropsychological Model of,Berndt; Caramazza,NA,NA,NA,Latin,en,anystyle
8430_a3,8430,3,Language”,NA,1980,NA,article-journal,Latin,NA,anystyle
8430_a4,8430,4,Le Vocabulaire de Jean Giraudoux”,Brunet,NA,NA,NA,Latin,fr,anystyle
8430_a5,8430,5,Structure et Evolution,NA,NA,NA,book,Latin,fr,anystyle
8430_a6,8430,6,Some Simple Measures of Richness of Vocabulary”,Honore,NA,NA,book,Latin,en,anystyle
8431_a1,8431,1,System and Function in,Halliday,1976,NA,NA,Latin,en,anystyle
8431_a2,8431,2,Language,NA,NA,NA,book,Latin,NA,anystyle
8431_a3,8431,3,An Introduction to,Halliday,1985,NA,NA,Latin,en,anystyle
8431_a4,8431,4,Functional Grammar,NA,NA,NA,book,Latin,NA,anystyle
8431_a5,8431,5,Specification of Evaluation Criteria for Text Quality,Lavid; Taboada,1994,NA,article-journal,Latin,en,anystyle
8431_a6,8431,6,Principles of Pragmatics,Leech,1983,NA,NA,Latin,NA,anystyle
8431_a7,8431,7,Lexicogrammatical cartography: English systems Ongoing expanding draft,Matthiessen,1992 1992,NA,report,Latin,en,anystyle
8431_a8,8431,8,Text generation and systemic-functional linguistics: experiences from English and Japanese,NA,NA,NA,book,Latin,en,anystyle
8431_a9,8431,9,An overview of the the Penman text generation system,Mann,1983,NA,report,Latin,en,anystyle
8431_a10,8431,10,USC/Information Sciences,NA,NA,NA,NA,Latin,NA,anystyle
8431_a11,8431,11,On Theme as a grammatical notion for German,Steiner; Ramm,forthcoming,NA,NA,Latin,en,anystyle
8431_a12,8431,12,Functions of Language,NA,NA,NA,NA,Latin,en,anystyle
8432_a1,8432,1,The Original Text,NA,NA,NA,NA,Latin,pt,anystyle
8432_a2,8432,2,The Waves,Woolf,1992,NA,book,Latin,en,anystyle
8432_a3,8432,3,The German Translations,NA,NA,NA,NA,Latin,NA,anystyle
8432_a4,8432,4,Roman,Wellen,NA,NA,book,Latin,uk,anystyle
8432_a5,8432,5,First Italicized Passage of The Waves”,NA,NA,NA,article-journal,Latin,en,anystyle
8432_a6,8432,6,Exploring Computer Assisted Literary Translation Studies [complete reference under 0.1]: Appendix 6.1,NA,1995,NA,NA,Latin,en,anystyle
8432_a7,8432,7,The French Translations,NA,NA,NA,NA,Latin,en,anystyle
8432_a8,8432,8,Virgina Woolf,Bishop,1991,NA,NA,Latin,NA,anystyle
8432_a9,8432,9,Virginia Woolf,NA,1993,NA,book,Latin,af,anystyle
8432_a10,8432,10,The Musical Style of The,Levin,1983,NA,NA,Latin,en,anystyle
8432_a11,8432,11,Waves”,NA,NA,NA,article-journal,Latin,NA,anystyle
8432_a12,8432,12,Reflections on The Waves”,Miko,1988,NA,article-journal,Latin,en,anystyle
8432_a13,8432,13,The Inward Voyage,Richter,1970,NA,NA,Latin,NA,anystyle
8432_a14,8432,14,Virginia Woolf. Erträge der Forschung,Schöneich,1989,NA,book,Latin,lb,anystyle
8432_a15,8432,15,French garden or English parkland: two French translations of Virginia Woolf’s The Waves”,Shields,1995,NA,NA,Latin,en,anystyle
8432_a16,8432,16,Collected Essays,Woolf,1966,NA,NA,Latin,en,anystyle
8432_a17,8432,17,The Narrow Bridge of Art,NA,1966,NA,article-journal,Latin,NA,anystyle
8432_a18,8432,18,A Writer’s Diary,NA,1969,NA,book,Latin,en,anystyle
8432_a19,8432,19,1 (screenshot of the current Palimpsest,fig,NA,NA,NA,Latin,en,anystyle
8432_a20,8432,20,175): “[i]t is odd that they should praise my characters when I meant to have none,Woolf,1969,NA,NA,Latin,en,anystyle
8432_a21,8432,21,74) who read “The Narrow Bridge of,NA,NA,NA,NA,Latin,mg,anystyle
8432_a22,8432,22,Art” as a programmatic text on The Waves,NA,NA,NA,NA,Latin,en,anystyle
8432_a23,8432,23,See fig,NA,NA,NA,NA,Latin,af,anystyle
8432_a24,8432,24,The word- and phrase-order based statistical,NA,NA,NA,NA,Latin,en,anystyle
8432_a25,8432,25,looseness indices” suggest similar implications like her discussion of l’ordre canonique,NA,NA,NA,NA,Latin,en,anystyle
8432_a26,8432,26,6-7)) in the French translations,NA,1995,NA,NA,Latin,en,anystyle
8432_a27,8432,27,Figure 1: A screenshot of the Palimpsest Viewer,NA,NA,NA,NA,Latin,en,anystyle
8432_a28,8432,28,= Woolf,NA,NA,NA,NA,Latin,de,anystyle
8432_a29,8432,29,= Woolf,NA,NA,NA,NA,Latin,de,anystyle
8432_a30,8432,30,= Woolf,NA,NA,NA,NA,Latin,de,anystyle
8432_a31,8432,31,Y5 = Woolf,NA,NA,NA,NA,Latin,af,anystyle
8432_a32,8432,32,Y5 = Woolf,NA,NA,NA,NA,Latin,af,anystyle
8432_a33,8432,33,Y5 = Woolf,NA,NA,NA,NA,Latin,af,anystyle
8434_a1,8434,1,Problems in Decipherment,NA,1989,NA,book,Latin,en,anystyle
8437_a1,8437,1,Towards CD-ROM based Japanese↔English Dictionaries: Justification and,NA,1995,NA,NA,Latin,NA,anystyle
8437_a2,8437,2,SICStus Prolog User’s,Andersson,1993,NA,NA,Latin,NA,anystyle
8437_a3,8437,3,Coordinate-independent font description using Kanji as an example,Dürst,1993,NA,article-journal,Latin,NA,anystyle
8437_a4,8437,4,Reference Manual version 4.1,Johns,1992,NA,book,Latin,en,anystyle
8437_a5,8437,5,Shindaijiten ( ) published by Kodansha,NA,NA,NA,NA,Latin,NA,anystyle
8437_a6,8437,6,"On the other hand, SICStus Prolog does permit use of the Extended Unix Code (EUC) scheme which permits kanji to be displayed without the use of quotes",NA,NA,NA,NA,Latin,en,anystyle
8437_a7,8437,7,Dürst’s original representation should prove useful in supplying calligraphic instruction as to the order in which the pieces of the character should be written,NA,NA,NA,NA,Latin,en,anystyle
8437_a8,8437,8,in_deep” is the transitive closure of “in”,NA,NA,NA,NA,Latin,en,anystyle
8437_a9,8437,9,Such as Kanji no yomikata ( ) published by Kadokawa Shoten,NA,NA,NA,NA,Latin,NA,anystyle
8447_a1,8447,1,Resolved Feet in the Trimeters of Euripides and the Chronology of the,Ceadel,1941,NA,NA,Latin,en,anystyle
8447_a2,8447,2,Plays”,NA,NA,NA,article-journal,Latin,NA,anystyle
8447_a3,8447,3,Authorship Attribution”,Holmes,1994,NA,NA,Latin,NA,anystyle
8447_a4,8447,4,A,Jong; Laan,1996,NA,NA,Latin,lb,anystyle
8447_a5,8447,5,Grammar for Greek Verse”,NA,NA,NA,book,Latin,de,anystyle
8447_a6,8447,6,Computing 4,NA,NA,NA,book,Latin,ceb,anystyle
8447_a7,8447,7,"Sophocles, Statistics and the ‘Trachiniae’ ”",Kitto,1939,NA,article-journal,Latin,en,anystyle
8447_a8,8447,8,Stylometry and Method,Laan,1995,NA,article-journal,Latin,NA,anystyle
8447_a9,8447,9,Case of Euripides”,NA,NA,NA,article-journal,Latin,NA,anystyle
8447_a10,8447,10,Metrical Variations in the,Olcott,1974,NA,NA,Latin,NA,anystyle
8447_a11,8447,11,Iambic Trimeter as a Function of Dramatic,NA,NA,NA,NA,Latin,en,anystyle
8447_a12,8447,12,Ajax’”,NA,NA,NA,book,Latin,lv,anystyle
8447_a13,8447,13,The Iambic Trimeter of Euripides,Philippides,1981,NA,book,Latin,NA,anystyle
8450_a1,8450,1,Lessons for the World Wide Web from the Text Encoding Initiative,DeRose; SperbergMcQueen,NA,NA,paper-conference,Latin,en,anystyle
8450_a2,8450,2,Hierarchical Encoding of Text,Gaspart; SperbergMcQueen,NA,NA,NA,Latin,en,anystyle
8450_a3,8450,3,Using SGML in the Text Encoding Initiative,NA,NA,NA,NA,Latin,en,anystyle
8450_a4,8450,4,Tree-to-tree Correction for Document,NA,NA,NA,NA,Latin,en,anystyle
8450_a5,8450,5,Palimpsest: A Data Model for Version Control,Durand,NA,NA,paper-conference,Latin,NA,anystyle
8450_a6,8450,6,CSCW 94 Workshop on Collaborative Hypermedia Systems,NA,NA,NA,book,Latin,NA,anystyle
8450_a7,8450,7,International Organization for Standardization; Information Processing – Text and,NA,NA,NA,NA,Latin,en,anystyle
8450_a8,8450,8,Office Systems – Standard Generalized Markup Language (SGML,NA,1986,NA,article-journal,Latin,en,anystyle
8450_a9,8450,9,The Extended String-to-String Correction Problem,Lowrance; Wagner,NA,NA,NA,Latin,en,anystyle
8450_a10,8450,10,"Enumerating, Ranking and Unranking Binary Trees; The Computer Journal",Pallo,NA,NA,NA,Latin,en,anystyle
8450_a11,8450,11,On the Rotational Distance in the,Pallo,NA,NA,NA,Latin,en,anystyle
8450_a12,8450,12,Lattice of Binary Trees,NA,1987,NA,article-journal,Latin,mg,anystyle
8450_a13,8450,13,Comparison of Labelled,Robinson,NA,NA,NA,Latin,NA,anystyle
8450_a14,8450,14,Trees with Valency Three,NA,1971,NA,article-journal,Latin,mg,anystyle
8450_a15,8450,15,Comparison of Phylogenetic Trees,Robinson; Foulds,1981,NA,article-journal,Latin,en,anystyle
8450_a16,8450,16,A Data Model for Versions,Ross,NA,NA,NA,Latin,en,anystyle
8450_a17,8450,17,"Thesis, Department of Computing and",NA,NA,NA,NA,Latin,en,anystyle
8450_a18,8450,18,"String Edits, and Macromolecules",NA,NA,NA,NA,Latin,NA,anystyle
8450_a19,8450,19,The Theory and Practice of Sequence Comparison,NA,1983,NA,book,Latin,en,anystyle
8450_a20,8450,20,The Tree-to-Tree Editing,Selkow,NA,NA,NA,Latin,NA,anystyle
8450_a21,8450,21,Parallel Algorithms for the Unit Cost Editing,NA,NA,NA,NA,Latin,en,anystyle
8450_a22,8450,22,Draft Version,NA,1989,NA,NA,Latin,NA,anystyle
8450_a23,8450,23,Text Encoding Initiative,NA,1994,NA,NA,Latin,NA,anystyle
8450_a24,8450,24,The Tree-to-Tree Correction,Tai,NA,NA,NA,Latin,mg,anystyle
8450_a25,8450,25,Versioning to support collaboration on the,NA,NA,NA,NA,Latin,en,anystyle
8450_a26,8450,26,On the Complexity of the,Wagner,NA,NA,NA,Latin,en,anystyle
8450_a27,8450,27,Extended String-to-String Correction Problem,NA,NA,NA,paper-conference,Latin,en,anystyle
8450_a28,8450,28,Symposium on Theory of Computing,NA,1975,NA,NA,Latin,NA,anystyle
8450_a29,8450,29,The Stringto-String Correction Problem,Wagner; Fischer,NA,NA,article-journal,Latin,NA,anystyle
8450_a30,8450,30,Fast Algorithms for the Editing Distance Between Trees and Related Problems,NA,NA,NA,NA,Latin,en,anystyle
8451_a1,8451,1,Hierarchical,M.; Batista,NA,NA,NA,Latin,en,anystyle
8451_a2,8451,2,Encoding of Text: Technical Problems and,NA,NA,NA,NA,Latin,en,anystyle
8451_a3,8451,3,SGML Solutions” Computers and the Humanities,NA,1995,NA,NA,Latin,en,anystyle
8451_a4,8451,4,Markup Systems and the Future of,NA,NA,NA,NA,Latin,en,anystyle
8451_a5,8451,5,Scholarly Text Processing” Communications of the Association for Computing Machinery,NA,NA,NA,NA,Latin,en,anystyle
8451_a6,8451,6,"What is Text, Really?",DeRose; J.; Mylonas; Renear,NA,NA,NA,Latin,en,anystyle
8451_a7,8451,7,Journal of Computing in Higher Education,NA,NA,NA,NA,Latin,en,anystyle
8451_a8,8451,8,A Generalized Approach to,Goldfarb,NA,NA,NA,Latin,en,anystyle
8451_a9,8451,9,Document Markup,NA,NA,NA,paper-conference,Latin,NA,anystyle
8451_a10,8451,10,Text Manipulation,NA,1981,NA,book,Latin,NA,anystyle
8451_a11,8451,11,Rationale for the TEI Recommendations for Feature-Structure Markup” Computers and the,Langendoen; Simons,NA,NA,NA,Latin,en,anystyle
8451_a12,8451,12,A High-Level Approach to Computer Document Formatting,Reid,1980,NA,paper-conference,Latin,en,anystyle
8451_a13,8451,13,"David Durand, and Elli Mylonas",Renear,NA,NA,NA,Latin,NA,anystyle
8451_a14,8451,14,Refining Our Notion of What Text Really Is,NA,NA,NA,NA,Latin,en,anystyle
8451_a15,8451,15,Research in Humanities Computing,NA,NA,NA,NA,Latin,en,anystyle
8451_a16,8451,16,Guidelines for the Encoding and,NA,NA,NA,NA,Latin,en,anystyle
8451_a17,8451,17,Interchange of Machine-Readable Texts,NA,1990,NA,book,Latin,NA,anystyle
8452_a1,8452,1,"What is Text, Really?",DeRose; J.; Mylonas; Renear,NA,NA,NA,Latin,en,anystyle
8452_a2,8452,2,Journal of Computing in Higher Education,NA,NA,NA,NA,Latin,en,anystyle
8452_a3,8452,3,Chaste Thinking: the Rape of Lucretia and the Birth of Humanism,Jed,1989,NA,book,Latin,en,anystyle
8452_a4,8452,4,What is Critical Editing?,McGann,NA,NA,article-journal,Latin,en,anystyle
8452_a5,8452,5,Textual Condition,NA,1991,NA,book,Latin,gl,anystyle
8452_a6,8452,6,Text and Work,O’Keefe,NA,NA,NA,Latin,en,anystyle
8452_a7,8452,7,Some Historical Questions on the Editing of,NA,NA,NA,NA,Latin,en,anystyle
8452_a8,8452,8,Old English Verse,NA,NA,NA,chapter,Latin,NA,anystyle
8452_a9,8452,9,"Essays on Reproducing Texts, Representing History",NA,NA,NA,book,Latin,en,anystyle
8452_a10,8452,10,Scholarly Editing in the,Shillingsburg,NA,NA,NA,Latin,en,anystyle
8452_a11,8452,11,Computer Age : Theory and Practice,NA,NA,NA,NA,Latin,en,anystyle
8452_a12,8452,12,Textual Criticism and Scholarly Editing,Tanselle,1990,NA,book,Latin,en,anystyle
8455_a1,8455,1,A New Perspective on American Indian Linguistics,Hale,1972,NA,NA,Latin,en,anystyle
8455_a2,8455,2,New Perspectives on the Pueblos,NA,NA,NA,book,Latin,en,anystyle
8455_a3,8455,3,Indian Language Renewal,Leap,1988,NA,article-journal,Latin,jv,anystyle
8455_a4,8455,4,Dictionary,NA,NA,NA,NA,Latin,NA,anystyle
8455_a5,8455,5,Linguistic Aspects of Rio,Speirs,1968,NA,NA,Latin,NA,anystyle
8456_a1,8456,1,"Foreign Language Immersion: Science, Practice and a System",Hamburger,1994,NA,article-journal,Latin,en,anystyle
8456_a2,8456,2,Approaches to the Planning of,Hovy,1991,NA,NA,Latin,en,anystyle
8456_a3,8456,3,Coherent Text,NA,NA,NA,NA,Latin,en,anystyle
8456_a4,8456,4,BORIS – An experiment in in-depth understanding of narratives,Lehnert,1983,NA,article-journal,Latin,nl,anystyle
8456_a5,8456,5,Building large knowledge-based systems: representation and inference in the,Lenat,1990,NA,NA,Latin,en,anystyle
8456_a6,8456,6,CYC project,NA,NA,NA,book,Latin,NA,anystyle
8456_a7,8456,7,A System for,Levison; Lessard,1992,NA,NA,Latin,en,anystyle
8456_a8,8456,8,"Natural Language Generation, Computers and the Humanities 26:43–58",NA,NA,NA,NA,Latin,en,anystyle
8456_a9,8456,9,Rhetorical Structure Theory: Description and Construction of Text Structures,Mann; Thompson,1987,NA,NA,Latin,en,anystyle
8467_a1,8467,1,How to recognise subjects in,Anttila,1995,NA,NA,Latin,en,anystyle
8467_a2,8467,2,Coordination. A minimalist approach,Johannessen,1993,NA,thesis,Latin,NA,anystyle
8467_a3,8467,3,Constraint Grammar as a framework for parsing running text,Karlsson,1990,NA,chapter,Latin,lb,anystyle
8467_a4,8467,4,Constraint grammar of English – A performance-oriented introduction,NA,NA,NA,book,Latin,en,anystyle
8474_a1,8474,1,Sendmail,Costales; Eric Allman; Rikkert,NA,NA,book,Latin,hi-Latn,anystyle
8474_a2,8474,2,A Very Thin Line: The IranContra Affairs,Draper,NA,NA,book,Latin,en,anystyle
8474_a3,8474,3,Character Representation,Gaylord,NA,NA,NA,Latin,NA,anystyle
8474_a4,8474,4,Computers and the Humanities 29,NA,1995,NA,NA,Latin,en,anystyle
8474_a5,8474,5,Clues: Roots of an Evidential,Ginzburg,NA,NA,NA,Latin,en,anystyle
8474_a6,8474,6,"Clues, Myths, and the Historical Method",NA,1979,NA,NA,Latin,en,anystyle
8474_a7,8474,7,Bibliography and,Tanselle,NA,NA,NA,Latin,en,anystyle
8474_a8,8474,8,Science,NA,1974,NA,article-journal,Latin,en,anystyle
8474_a9,8474,9,Rpt,NA,NA,NA,chapter,Latin,NA,anystyle
8474_a10,8474,10,The White House Transcripts,Todd,NA,NA,NA,Latin,en,anystyle
8474_a11,8474,11,Papers of the Bibliographical Society of America 68,NA,1974,NA,NA,Latin,en,anystyle
8474_a12,8474,12,An Introduction to Bibliographical and Textual Studies,NA,1985,NA,book,Latin,en,anystyle
8475_a1,8475,1,Prototyping the Ultimate Tool for Scholarly,NA,NA,NA,NA,Latin,en,anystyle
8475_a2,8475,2,8eme Confrence Annuelle du New Oxford English Dictionary,Texts,1992-10-18,NA,NA,Latin,en,anystyle
8475_a3,8475,3,Reprsentation et gestion d’annotations,O.; E.; J,1995,NA,article-journal,Latin,fr,anystyle
8475_a4,8475,4,Online Documentation and Reader Annotation,Nielsen,12-15 May,NA,paper-conference,Latin,en,anystyle
8475_a5,8475,5,Reading and Managing Texts on the,Virbel,NA,NA,NA,Latin,en,anystyle
8475_a6,8475,6,Bibliothèque Nationale de FranceÈ Station,NA,NA,NA,NA,Latin,fr,anystyle
8475_a7,8475,7,Word: Text based computing in the Humanities,NA,1993,NA,book,Latin,en,anystyle
8475_a8,8475,8,Machines à écrire et matières à penser,Stiegler,NA,NA,NA,Latin,fr,anystyle
8478_a1,8478,1,Die Nachlässe in den Bibliotheken und Museen der Republik Österreich,Renner,NA,NA,NA,Latin,de,anystyle
8478_a2,8478,2,Die Nachlaesse in den Bibliotheken der Bundesrepublik,Brandis; Denecke,NA,NA,NA,Latin,de,anystyle
8478_a3,8478,3,"Zweite Auflage, völlig neu bearbeitet von Tilo",NA,NA,NA,NA,Latin,de,anystyle
8478_a4,8478,4,Brandis [=Verzeichnis der schriftlichen Nachlässe in deutschen Archiven und Bibliotheken,NA,NA,NA,NA,Latin,de,anystyle
8478_a5,8478,5,2) Boppard am Rhein,NA,1981,NA,NA,Latin,cy,anystyle
8478_a6,8478,6,"Guidelines for the Encoding and Interchange of Machine-Readable Texts (TEI P3)""",NA,1994-04,NA,article-journal,Latin,en,anystyle
8478_a7,8478,7,"Information Processing – Text and Office Systems Standard Generalized Markup Language (SGML)""",NA,NA,NA,book,Latin,en,anystyle
8478_a8,8478,8,MECS – A Multi-Element Code,Huitfeldt,NA,NA,NA,Latin,NA,anystyle
8478_a9,8478,9,"System"", forthcoming in Working Papers from the Wittgenstein Archives at the University of",NA,NA,NA,NA,Latin,en,anystyle
8478_a10,8478,10,A Registration Standard for the,NA,NA,NA,NA,Latin,en,anystyle
8478_a11,8478,11,Wittgenstein Archives at the University of,NA,NA,NA,NA,Latin,en,anystyle
8478_a12,8478,12,forthcoming in Working Papers from the Wittgenstein Archives at the University of,NA,NA,NA,NA,Latin,en,anystyle
8482_a1,8482,1,"Computers, Language Learning and",NA,1985,NA,NA,Latin,en,anystyle
8482_a2,8482,2,"PC-KIMMO: a two-level processor for morphological analysis, Occasional Publications in Academic Computing",Antworth,1990,NA,NA,Latin,en,anystyle
8482_a3,8482,3,The Definite,Berry; Trujillo,1995,NA,NA,Latin,it,anystyle
8482_a4,8482,4,Article in English to French Machine Translation,NA,NA,NA,report,Latin,en,anystyle
8482_a5,8482,5,La Grammaire Pour Tous,NA,1990,NA,NA,Latin,fr,anystyle
8482_a6,8482,6,Computational Lexicography for Natural Language Processing,NA,1989,NA,book,Latin,en,anystyle
8482_a7,8482,7,Noun phrase reference in Japanese-to-English machine translation,Bond; Ogura; Kawaoka,1995,NA,paper-conference,Latin,NA,anystyle
8482_a8,8482,8,A Report of Recent Progress in,Brill,1994,NA,NA,Latin,NA,anystyle
8482_a9,8482,9,Transformation Error-Driven Learning,NA,NA,NA,paper-conference,Latin,NA,anystyle
8482_a10,8482,10,Artificial Intelligence (AAAI-94,NA,NA,NA,NA,Latin,NA,anystyle
8482_a11,8482,11,Defaults and the Lexicon,NA,NA,NA,book,Latin,en,anystyle
8482_a12,8482,12,A New Reference,J.; Benjamin,1994,NA,NA,Latin,en,anystyle
8482_a13,8482,13,Grammar of Modern Spanish,NA,NA,NA,book,Latin,de,anystyle
8482_a14,8482,14,A Comprehensive French Grammar,Byrne; Churchill,1986,NA,book,Latin,NA,anystyle
8482_a15,8482,15,Introducing Applied Linguistics,Corder,1973,NA,book,Latin,en,anystyle
8482_a16,8482,16,Instructed Second Language Acquisition,Ellis,1990,NA,NA,Latin,en,anystyle
8482_a17,8482,17,A French Reference Grammar,Farrer,1988,NA,NA,Latin,en,anystyle
8482_a18,8482,18,Le Bon Usage – 12 édition,Grevisse,1993,NA,NA,Latin,fr,anystyle
8482_a19,8482,19,The,Gonzalez; Dankel,1993,NA,NA,Latin,en,anystyle
8482_a20,8482,20,Engineering of Knowledge-Based Systems,NA,NA,NA,NA,Latin,en,anystyle
8482_a21,8482,21,An,J.; Somers,1992,NA,NA,Latin,lb,anystyle
8482_a22,8482,22,Introduction to Machine Translation,NA,NA,NA,book,Latin,NA,anystyle
8482_a23,8482,23,Problems in Studying the,Johansson,1975,NA,NA,Latin,en,anystyle
8482_a24,8482,24,310 Lindley Hall,NA,NA,NA,NA,Latin,ceb,anystyle
8482_a25,8482,25,A general computational model for word-form recognition and production,NA,NA,NA,book,Latin,en,anystyle
8482_a26,8482,26,Department of General Linguistics,NA,NA,NA,book,Latin,ca,anystyle
8482_a27,8482,27,"Grammar for Polish Learners, Studies in Second Language Acquisition",NA,NA,NA,NA,Latin,en,anystyle
8482_a28,8482,28,An Efficient Generation Algorithm for,NA,1995,NA,NA,Latin,fr,anystyle
8482_a29,8482,29,Lexicalist MT,NA,NA,NA,paper-conference,Latin,NA,anystyle
8482_a30,8482,30,Annual Meeting of the Association for Computational Linguistics,NA,NA,NA,book,Latin,en,anystyle
8482_a31,8482,31,Colloquial Hungarian,Payne,1987,NA,book,Latin,su,anystyle
8482_a32,8482,32,Analysis and Experience as,Stern,1990,NA,NA,Latin,en,anystyle
8482_a33,8482,33,Bag Generation,NA,NA,NA,paper-conference,Latin,NA,anystyle
8482_a34,8482,34,Linguistics – COLING-96,NA,NA,NA,NA,Latin,ca,anystyle
8482_a35,8482,35,Automation of Bilingual Lexicon Compilation,Trujillo; Plowman,1991 July,NA,paper-conference,Latin,en,anystyle
8482_a36,8482,36,Shake-and-Bake Translation,Whitelock,1994,NA,NA,Latin,zu,anystyle
8483_a1,8483,1,Coordination in unificationbased grammars,Cooper,1991,NA,chapter,Latin,NA,anystyle
8483_a2,8483,2,automatique de la coordination par “et”,Mela,1992,NA,chapter,Latin,fr,anystyle
8483_a3,8483,3,A coordination criterion based on multiple and disjunctive subcategorization”,Mela,1994 Japon,NA,paper-conference,Latin,en,anystyle
8483_a4,8483,4,Coordination as a direct process”,Mela,NA,NA,article-journal,Latin,en,anystyle
8483_a5,8483,5,Clitics and Constituents in Phrase,Miller,1991,NA,NA,Latin,NA,anystyle
8483_a6,8483,6,Structure Grammar,NA,NA,NA,NA,Latin,de,anystyle
8483_a7,8483,7,Chicago : UCP,Grammar,NA,NA,book,Latin,NA,anystyle
8483_a8,8483,8,Coordination and how to distinguish categories,NA,NA,NA,article-journal,Latin,en,anystyle
8483_a9,8483,9,"Conjunction”, The Major structures of English, Chap 6",Schachter,1973,NA,book,Latin,en,anystyle
8487_a1,8487,1,Bilingual Dictionaries in an,Lancashire,1992,NA,NA,Latin,id,anystyle
