citing_country,AE,AF,AR,AT,AU,BD,BE,BG,BH,BI,BO,BR,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DZ,EC,EE,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KR,KZ,LB,LU,LV,MA,MM,MO,MT,MX,MY,NA,NE,NG,NL,NO,NZ,PH,PK,PL,PS,PT,PY,QA,RO,RU,SA,SE,SG,SI,SK,SV,TJ,TN,TR,TW,UA,UG,US,UZ,ZA,ZM,AM,CR,CU,GH,PE,TT,UY,BA,BY,ET,GM,GN,LT,MC,MG,ML,MN,MW,NC,NP,OM,PG,RS,SL,SS,TH,VN,AG,BW,CM,DO,KG,KH,KW,LC,LK,MK,MU,RW,SN,SY,TZ,YE,ZW,AZ,GE,JM,LS,BN,HN,LI,PR,VE,AL,BJ,MV,PA,RE,SO,BB,BM,FJ,GP,MD,ME,VA,GU,FK,KY,MZ,SZ,XK,BS,NI,BF,GT,CG,CI,SM,TD,VI,PF,TG,GA,GF,GL,MR,MS,VG,SD,LY,KP,GI,MQ,CD,KN,ST,BT,DM
SG,4,0,0,22,91,2,23,2,0,0,0,11,112,61,8,186,2,5,24,149,20,0,0,4,6,45,24,61,332,12,27,0,3,3,18,28,36,1,7,0,58,1,61,2,20,0,1,0,1,0,1,1,1,14,7,1,1,3,66,13,10,3,1,11,0,9,0,20,1,12,6,50,158,2,7,0,0,0,8,15,4,1,897,1,9,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,2,2,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SI,4,0,2,10,23,4,13,6,0,0,0,10,47,22,3,23,0,1,37,76,16,0,1,9,3,27,20,46,122,13,4,5,14,2,13,16,5,0,4,6,48,0,17,0,6,1,0,2,4,0,1,0,3,2,4,0,0,0,75,4,7,0,0,17,0,12,0,1,6,6,1,24,5,46,1,0,0,0,3,4,0,0,322,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,0,0,4,21,22,0,13,0,0,0,0,15,30,25,0,31,1,0,41,49,5,0,1,4,0,26,6,19,101,21,3,2,17,1,4,14,8,0,2,0,28,0,9,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,36,6,7,0,1,9,0,5,0,0,3,5,1,23,3,12,29,0,0,0,3,7,2,1,242,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,1,0,1,1,4,0,0,0,0,0,5,0,1,45,0,1,0,0,0,0,3,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH,4,0,1,3,27,4,7,0,0,0,0,5,48,14,4,60,1,3,6,46,16,0,2,2,3,17,7,22,130,10,10,3,5,6,9,13,18,1,2,0,32,0,13,2,15,1,1,0,0,1,0,2,1,4,5,0,0,9,39,8,11,2,1,3,0,2,0,2,6,1,5,9,9,2,0,0,0,0,4,16,1,1,277,0,9,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,1,4,0,2,31,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ,0,0,0,1,6,0,0,0,0,0,0,0,7,2,0,12,0,0,2,6,1,0,0,1,0,1,2,2,12,1,2,0,0,0,0,0,1,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,9,0,1,0,9,0,3,1,4,2,0,0,12,10,1,6,0,0,2,13,0,8,0,0,3,4,2,40,29,3,1,0,3,0,2,1,4,1,0,0,12,2,4,1,1,0,1,0,1,3,0,0,0,0,4,0,0,0,10,0,2,1,1,2,0,0,0,8,0,1,6,1,1,0,0,0,0,18,1,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TR,8,1,5,29,85,2,32,1,1,0,0,18,103,54,4,134,1,10,25,164,24,0,1,1,12,81,36,63,355,39,22,6,7,7,27,37,33,1,14,0,168,4,36,4,36,2,4,4,0,10,0,2,2,12,22,0,0,4,88,21,16,2,15,24,3,23,0,14,5,9,14,62,20,8,4,0,0,6,263,20,3,1,839,0,16,0,0,0,0,1,4,0,0,1,0,2,1,0,2,0,1,0,0,1,0,1,0,0,2,0,1,7,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,1,0,2,8,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TW,6,0,0,24,53,3,23,0,0,0,0,8,63,22,5,134,1,1,10,106,13,4,1,1,1,55,17,66,223,29,24,3,8,6,24,22,23,0,76,0,74,1,30,0,22,0,1,2,0,3,1,4,0,5,16,0,0,3,76,15,21,2,4,6,0,12,0,2,5,8,9,18,20,2,0,0,0,1,17,154,3,0,588,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0,0,7,16,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZ,0,0,0,0,2,0,1,0,0,0,0,1,5,0,1,2,0,0,0,2,0,0,0,0,0,3,2,0,8,0,1,0,1,0,1,0,3,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,48,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,0,0,6,6,12,1,5,3,1,0,0,4,13,6,0,17,0,0,12,33,5,0,0,1,3,10,2,11,46,7,5,0,1,1,2,6,7,0,1,1,14,0,2,1,5,0,0,0,1,1,0,0,1,2,1,0,0,0,14,4,1,0,1,5,0,4,0,0,3,2,1,9,3,4,5,0,0,0,2,2,29,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,138,1,40,388,1465,34,512,34,7,8,3,281,2219,797,90,1353,19,50,323,3132,382,15,18,35,74,991,402,1373,6227,359,317,34,110,44,441,766,470,14,77,18,1490,30,794,23,322,3,25,25,12,31,7,24,9,141,100,13,1,38,1665,302,283,21,83,187,6,196,2,101,59,195,61,676,370,81,42,0,2,13,163,229,17,2,25628,1,181,6,1,5,13,51,27,4,6,4,3,4,0,0,19,0,0,5,2,2,1,4,11,2,17,0,54,47,39,0,2,2,3,0,2,11,0,12,6,0,0,0,2,12,4,1,2,0,3,0,1,0,2,15,4,2,0,1,5,0,2,1,4,0,0,2,1,1,2,0,3,0,0,1,0,1,0,1,1,0,1,0,1,2,0,2,1,0,0,0,2,2,1,0,1,0,0,0,0,1,1
UY,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,4,0,0,0,0,0,0,2,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZ,3,0,0,5,8,0,5,0,2,0,0,1,11,10,0,32,0,4,3,26,7,0,1,0,0,29,6,7,30,4,3,3,1,1,1,0,12,0,0,0,37,0,9,0,5,1,0,3,0,3,0,0,0,2,1,0,0,0,10,4,4,0,3,3,0,7,0,3,2,1,3,3,1,0,0,0,0,2,2,3,0,0,78,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VE,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN,7,1,0,7,49,0,22,1,0,0,1,8,39,16,5,137,0,0,9,66,9,1,0,3,3,30,17,45,173,10,14,2,2,5,9,11,21,1,198,1,39,3,55,1,28,0,0,2,0,1,0,4,1,3,14,0,0,2,35,18,3,2,3,3,0,24,0,1,8,10,6,14,19,0,2,0,1,1,18,7,0,0,371,0,4,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,4,94,0,0,2,0,0,0,3,0,0,2,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XK,0,0,0,3,1,0,2,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,14,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,5,0,1,10,63,7,20,0,1,0,0,13,83,33,2,72,0,4,13,102,14,1,1,4,4,46,11,32,249,35,13,1,5,3,22,9,54,1,16,0,85,9,21,17,20,0,2,2,1,4,0,1,2,4,16,5,0,49,69,18,22,4,23,15,0,10,0,4,4,15,8,40,11,1,0,0,0,3,15,20,1,3,572,2,232,1,0,0,1,17,0,0,0,1,0,2,0,0,4,0,0,0,0,6,0,0,3,1,3,0,0,1,2,0,4,1,1,0,0,0,0,0,1,0,0,0,0,2,0,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZM,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,0,1,1,8,4,2,0,0,4,1,0,3,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,4,3,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
